path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
common_voice_uz_29524893.wav,common_voice,Gap ertalab nonushta mahali ro'y bergan voqea haqida.,Jab ertalab nonushta mahalla ro'y bergan voqea haqida.,0.25,gap ertalab nonushta mahali ro'y bergan voqea haqida,jab ertalab nonushta mahalla ro'y bergan voqea haqida,0.25,0.0769,0.9333,8,8
common_voice_uz_28918074.wav,common_voice,Shu orada mening topshiriqlarimni ham bajarasiz.,Shu orada mening topshiriqlarimni ham bajarasiz.,0.0,shu orada mening topshiriqlarimni ham bajarasiz,shu orada mening topshiriqlarimni ham bajarasiz,0.0,0.0,1.0,6,6
488490.wav,uzbek_voice,Jadvalda soatlar har bir aeroport uchun mahalliy vaqtlarda ko'rsatilgan.,Jadvalda soatlar har bir aeroport uchun mahalliy vaqtlarda ko'rsatilgan.,0.0,jadvalda soatlar har bir aeroport uchun mahalliy vaqtlarda ko'rsatilgan,jadvalda soatlar har bir aeroport uchun mahalliy vaqtlarda ko'rsatilgan,0.0,0.0,1.0,9,9
390043.wav,uzbek_voice,O'zbekistonda propiskadagi uzilish vaqti uchun ba'zi nafaqalar to'lanadi.,O'zbekistonda propiskadagi uzilish vaqti uchun ba'zi nafaqalar to'lanadi.,0.0,o'zbekistonda propiskadagi uzilish vaqti uchun ba'zi nafaqalar to'lanadi,o'zbekistonda propiskadagi uzilish vaqti uchun ba'zi nafaqalar to'lanadi,0.0,0.0,1.0,8,8
00019953_2.wav,news,"Bu borada kontrol umuman berish anaqamiz ham yo'q va opsiyani o'zi yo'q bizda, lekin","Bu borada kontrol umuman berish anaqamiz ham yo'q va opsiyani o'zi yo'q bizda, lekin",0.0,bu borada kontrol umuman berish anaqamiz ham yo'q va opsiyani o'zi yo'q bizda lekin,bu borada kontrol umuman berish anaqamiz ham yo'q va opsiyani o'zi yo'q bizda lekin,0.0,0.0,1.0,14,14
857893.wav,uzbek_voice,776 159,776 159,0.0,yetti yuz yetmish olti ming bir yuz ellik to'qqiz,yetti yuz yetmish olti ming bir yuz ellik to'qqiz,0.0,0.0,1.0,9,9
294162.wav,uzbek_voice,Korxona Toshkent shahrining Sergeli tumanida joylashgan.,Korxona Toshkent shahrining Sergeli tumanida joylashgan.,0.0,korxona toshkent shahrining sergeli tumanida joylashgan,korxona toshkent shahrining sergeli tumanida joylashgan,0.0,0.0,1.0,6,6
839781.wav,uzbek_voice,"Har yumushidan ayb qidirib eriga, boshqa oila a'zolariga yomonlay boshlardi.","Har yumushidan ayb qidirib eriga, boshqa oila a'zolariga yomonlay boshlardi.",0.0,har yumushidan ayb qidirib eriga boshqa oila a'zolariga yomonlay boshlardi,har yumushidan ayb qidirib eriga boshqa oila a'zolariga yomonlay boshlardi,0.0,0.0,1.0,10,10
86913.wav,uzbek_voice,Boku va Toshkentdagi moda haftaliklarida qatnashgan.,Boku va Toshkentdagi moda haftaliklarida qatnashgan.,0.0,boku va toshkentdagi moda haftaliklarida qatnashgan,boku va toshkentdagi moda haftaliklarida qatnashgan,0.0,0.0,1.0,6,6
common_voice_uz_29253610.wav,common_voice,"Yo'q do'stim, robotlar tarafdoriman.",Yo'q do'stim robotlar tarafdoriman.,0.25,yo'q do'stim robotlar tarafdoriman,yo'q do'stim robotlar tarafdoriman,0.0,0.0,1.0,4,4
common_voice_uz_29116185.wav,common_voice,Bu alohida fikr-mulohaza yuritishni talab qiladi.,Bu alohida fikr-mulohaza yuritishni talab qiladi.,0.0,bu alohida fikr-mulohaza yuritishni talab qiladi,bu alohida fikr-mulohaza yuritishni talab qiladi,0.0,0.0,1.0,6,6
60564.wav,uzbek_voice,Jarohat olganlarning barchasi shifoxonaga yetkazilgan.,Jarohat olganlarning barchasi shifoxonaga yetkazilgan.,0.0,jarohat olganlarning barchasi shifoxonaga yetkazilgan,jarohat olganlarning barchasi shifoxonaga yetkazilgan,0.0,0.0,1.0,5,5
84246.wav,uzbek_voice,Tramp Osiyoda Eron rejimini to'ntarishni istaydi.,Tramp Osiyoda Eron rejimini jonitarishni istaydi.,0.1667,tramp osiyoda eron rejimini to'ntarishni istaydi,tramp osiyoda eron rejimini jonitarishni istaydi,0.1667,0.0625,0.9583,6,6
860345.wav,uzbek_voice,227 916,227 916,0.0,ikki yuz yigirma yetti ming to'qqiz yuz o'n olti,ikki yuz yigirma yetti ming to'qqiz yuz o'n olti,0.0,0.0,1.0,9,9
841612.wav,uzbek_voice,Ovqat hazm qilish muammolari va doimiy charchoq jiddiy kasallikning belgisi bo'lishi mumkin.,Ovqat hazm qilish muammolari va doimiy charchoq jiddiy kasallikning belgisi bo'lishi mumkin.,0.0,ovqat hazm qilish muammolari va doimiy charchoq jiddiy kasallikning belgisi bo'lishi mumkin,ovqat hazm qilish muammolari va doimiy charchoq jiddiy kasallikning belgisi bo'lishi mumkin,0.0,0.0,1.0,12,12
314991.wav,uzbek_voice,Samarqanddan Istanbulga muntazam aviaqatnovlar yo'lga qo'yiladi.,Samarqanddan Istanbuiga muntazam aviaqatnovlar yo'lga qo'yiladi.,0.1667,samarqanddan istanbulga muntazam aviaqatnovlar yo'lga qo'yiladi,samarqanddan istanbuiga muntazam aviaqatnovlar yo'lga qo'yiladi,0.1667,0.0159,0.9841,6,6
294242.wav,uzbek_voice,"Odatda, bunday sinoptik vaziyatda yog'ingarchilik kuzatilmaydi.","Odatda, bunday sinoptik vaziyatda yog'ingarchilik kuzatilmaydi.",0.0,odatda bunday sinoptik vaziyatda yog'ingarchilik kuzatilmaydi,odatda bunday sinoptik vaziyatda yog'ingarchilik kuzatilmaydi,0.0,0.0,1.0,6,6
681746.wav,uzbek_voice,Uchrashuvni Ravshan Ermatov boshqaruvidagi hakamlar brigadasi boshqarib boradi.,Uchrashuvni Ravshan Ermatov boshqaruvidagi hakamlar brigadasi boshqarib boradi.,0.0,uchrashuvni ravshan ermatov boshqaruvidagi hakamlar brigadasi boshqarib boradi,uchrashuvni ravshan ermatov boshqaruvidagi hakamlar brigadasi boshqarib boradi,0.0,0.0,1.0,8,8
664898.wav,uzbek_voice,Mavjud bo'lmagani sababli shunday saytni yaratishga o'zim kirishdim.,Mavjud bo'lmagani sababli shunday saytni yaratishga o'zim kirishdim.,0.0,mavjud bo'lmagani sababli shunday saytni yaratishga o'zim kirishdim,mavjud bo'lmagani sababli shunday saytni yaratishga o'zim kirishdim,0.0,0.0,1.0,8,8
00020775.wav,news,"yuqori kengash respublika ministrlar kengashi qolaversa, O'zbekiston hukumatining bu olib borayotgan sababi ko'zimiz bilan ko'rib mana qardoshlar ko'zlari bilan ko'rib xalqimizga yetkazsa bu","Yuqorida kengaysiz, respublika, ministrlar kengaysiz, qolaversa-da, O'zbekiston hukumatini bu olib borayotgan sababi ko'zimiz bilan ko'rib, mana qarindoshlar ko'zlari bilan ko'rib xalqimizga yetkazsa, bu",0.3913,yuqori kengash respublika ministrlar kengashi qolaversa o'zbekiston hukumatining bu olib borayotgan sababi ko'zimiz bilan ko'rib mana qardoshlar ko'zlari bilan ko'rib xalqimizga yetkazsa bu,yuqorida kengaysiz respublika ministrlar kengaysiz qolaversa-da o'zbekiston hukumatini bu olib borayotgan sababi ko'zimiz bilan ko'rib mana qarindoshlar ko'zlari bilan ko'rib xalqimizga yetkazsa bu,0.2609,0.0794,0.9585,23,23
336887.wav,uzbek_voice,Qoraqalpog'istonda mast haydovchi Nexia'da ikki bolani urib yubordi.,Qoraqalpog'istonda mast haydovchi Nexiada ikki bolani urib yubordi.,0.125,qoraqalpog'istonda mast haydovchi nexia'da ikki bolani urib yubordi,qoraqalpog'istonda mast haydovchi nexiada ikki bolani urib yubordi,0.125,0.0149,0.9925,8,8
408538.wav,uzbek_voice,Yosh ko'rinish uchun qanday odatlardan voz kechish kerak?,Yosh ko'rinish uchun qanday odatlardan voz kechish kerak?,0.0,yosh ko'rinish uchun qanday odatlardan voz kechish kerak,yosh ko'rinish uchun qanday odatlardan voz kechish kerak,0.0,0.0,1.0,8,8
191373.wav,uzbek_voice,Kulrang kit Meksikadagi sayyohlar yoniga suzib bordi.,Gulrang kit Meksikalik sayyohlar yoniga suzib bordi.,0.2857,kulrang kit meksikadagi sayyohlar yoniga suzib bordi,gulrang kit meksikalik sayyohlar yoniga suzib bordi,0.2857,0.0962,0.932,7,7
255448.wav,uzbek_voice,Zamonni o'zgarganini hazm qila olmaganim.,Zamonni o'zgarganini hazm qila olmaganim.,0.0,zamonni o'zgarganini hazm qila olmaganim,zamonni o'zgarganini hazm qila olmaganim,0.0,0.0,1.0,5,5
94933.wav,uzbek_voice,Indoneziyada halokatga uchragan samolyotning bo'laklari topildi.,Indoneziyada halokatga uchragan samolyotning bo'laklari topildi.,0.0,indoneziyada halokatga uchragan samolyotning bo'laklari topildi,indoneziyada halokatga uchragan samolyotning bo'laklari topildi,0.0,0.0,1.0,6,6
142955.wav,uzbek_voice,to'g'rab tayyorlangan masalliqlarning barchasini katta idishga solamiz.,To'g'rab tayyorlangan masalliqlarning barchasini katta idishga solamiz.,0.1429,to'g'rab tayyorlangan masalliqlarning barchasini katta idishga solamiz,to'g'rab tayyorlangan masalliqlarning barchasini katta idishga solamiz,0.0,0.0,1.0,7,7
common_voice_uz_28893208.wav,common_voice,Everton tarixidagi buyuk darvozabonlardan biri bo'lgan.,Everton tarixidagi buyuk tarbozabonlardan biri bo'lgan.,0.1667,everton tarixidagi buyuk darvozabonlardan biri bo'lgan,everton tarixidagi buyuk tarbozabonlardan biri bo'lgan,0.1667,0.037,0.963,6,6
738802.wav,uzbek_voice,Musobaqa birinchi kungi bahslari O'zbekiston terma jamoasi a'zolari uchun muvaffaqiyatli keldi.,Hisobiga birinchi kungi bahslari O'zbekiston terma jamoasi a'zolari uchun muvaffaqiyatli keldi.,0.0909,musobaqa birinchi kungi bahslari o'zbekiston terma jamoasi a'zolari uchun muvaffaqiyatli keldi,hisobiga birinchi kungi bahslari o'zbekiston terma jamoasi a'zolari uchun muvaffaqiyatli keldi,0.0909,0.0426,0.9574,11,11
103958.wav,uzbek_voice,Rossiyaning Fransiyadagi elchixonasi mazkur ma'lumotni tasdiqladi.,Rossiyoning Fransiyadagi elchixonasi mazkur ma'lumotni tasdiqladi.,0.1667,rossiyaning fransiyadagi elchixonasi mazkur ma'lumotni tasdiqladi,rossiyoning fransiyadagi elchixonasi mazkur ma'lumotni tasdiqladi,0.1667,0.0154,0.9846,6,6
139863.wav,uzbek_voice,"Chaqaloqlarga Shavkat, Mirziyo va Saida ismlari qo'yilgandi.","Chaqaloqlarga Shavkat, Mirziyo va Saida ismlari qo'yilgandi.",0.0,chaqaloqlarga shavkat mirziyo va saida ismlari qo'yilgandi,chaqaloqlarga shavkat mirziyo va saida ismlari qo'yilgandi,0.0,0.0,1.0,7,7
12845.wav,uzbek_voice,O'zbektelekom bosh direktori almashdi.,O'zbek telekom bosh direktori almashdi.,0.5,o'zbektelekom bosh direktori almashdi,o'zbek telekom bosh direktori almashdi,0.5,0.027,0.9867,4,5
00000424.wav,news,"bularda bittasi bo'ladi. Tilni yaxshi bilardilar ingliz tilini va kak bi zarubejniy kompaniyalar bilan ishlaganlar O'zbekistonda. Shundan kelib chiqqan holda men o'zimga qiziq bo'lgan. Shu yo'nalishda o'zim ham ishlamoqchiman, til o'rganmoqchiman degan niyat bo'lgan. British Council","bittasi bo'ladi. Tilni yaxshi bilardilar ingliz tilini va kak biz zarur berishni kompaniyalar bilan ishlaganlar O'zbekistonda. Shundan kelib chiqqan holda menga o'zimga qiziq bo'lgan. Shu yo'nalishda o'zi men ishlamoqchiman, tili o'rganmoqchiman degan niyat bo'lgan. British Council",0.2222,bularda bittasi bo'ladi tilni yaxshi bilardilar ingliz tilini va kak bi zarubejniy kompaniyalar bilan ishlaganlar o'zbekistonda shundan kelib chiqqan holda men o'zimga qiziq bo'lgan shu yo'nalishda o'zim ham ishlamoqchiman til o'rganmoqchiman degan niyat bo'lgan british council,bittasi bo'ladi tilni yaxshi bilardilar ingliz tilini va kak biz zarur berishni kompaniyalar bilan ishlaganlar o'zbekistonda shundan kelib chiqqan holda menga o'zimga qiziq bo'lgan shu yo'nalishda o'zi men ishlamoqchiman tili o'rganmoqchiman degan niyat bo'lgan british council,0.2222,0.0827,0.5045,36,36
666159.wav,uzbek_voice,Ammo joy masalasi hal bo'lmayotgan ekan deydi o'qituvchilar.,"Ammo joy masalasi hal bo'lmayotgan ekan, deydi o'qituvchilar.",0.125,ammo joy masalasi hal bo'lmayotgan ekan deydi o'qituvchilar,ammo joy masalasi hal bo'lmayotgan ekan deydi o'qituvchilar,0.0,0.0,1.0,8,8
common_voice_uz_29434173.wav,common_voice,"Aybdorga hukm o'qildi, biroq","Aybdorga hukm o'qildi, biroq",0.0,aybdorga hukm o'qildi biroq,aybdorga hukm o'qildi biroq,0.0,0.0,1.0,4,4
137929.wav,uzbek_voice,Endi meni bu yerga umuman qiziqishim qolmadi.,Endi meni bu yerga umuman qiziqishim qolmadi.,0.0,endi meni bu yerga umuman qiziqishim qolmadi,endi meni bu yerga umuman qiziqishim qolmadi,0.0,0.0,1.0,7,7
common_voice_uz_29068559.wav,common_voice,Usmon aka ko'z imosi va sog'lom qo'li bilan chaqirdi.,Usmon aka ko'z imosi va sog'lom qo'li bilan chaqirdi.,0.0,usmon aka ko'z imosi va sog'lom qo'li bilan chaqirdi,usmon aka ko'z imosi va sog'lom qo'li bilan chaqirdi,0.0,0.0,1.0,9,9
860071.wav,uzbek_voice,726 362,726 362,0.0,yetti yuz yigirma olti ming uch yuz oltmish ikki,yetti yuz yigirma olti ming uch yuz oltmish ikki,0.0,0.0,1.0,9,9
common_voice_uz_29393941.wav,common_voice,Natijalarga erishish haqidagi efemer umidni ham uzish kerak bo'ldi.,Natijalarga erishish haqidagi efimer umidini ham uzish kerak bo'ldi.,0.2222,natijalarga erishish haqidagi efemer umidni ham uzish kerak bo'ldi,natijalarga erishish haqidagi efimer umidini ham uzish kerak bo'ldi,0.2222,0.0303,0.9774,9,9
common_voice_uz_29539303.wav,common_voice,Laylo ikkalamiz bir-birimizni sevamiz.,Laylov ikkalamiz bir-birimizni sevamiz.,0.25,laylo ikkalamiz bir-birimizni sevamiz,laylov ikkalamiz bir-birimizni sevamiz,0.25,0.027,0.9867,4,4
368481.wav,uzbek_voice,"Shuningdek, yopiq hududlarda tadbirlar o'tkazishga ham ruxsat beriladi.","Shuningdek, yopiq hududlarda tadbirlar o'tkazishga ham ruxsat beriladi.",0.0,shuningdek yopiq hududlarda tadbirlar o'tkazishga ham ruxsat beriladi,shuningdek yopiq hududlarda tadbirlar o'tkazishga ham ruxsat beriladi,0.0,0.0,1.0,8,8
common_voice_uz_29341734.wav,common_voice,"Hukumat rahbari, tabiiyki, mislsiz ahamiyatga ega va mislsiz tobedir.","Hukumat rahbari, tabiiyki, mislsiz ahamiyatga ega va mislsiz tobedir.",0.0,hukumat rahbari tabiiyki mislsiz ahamiyatga ega va mislsiz tobedir,hukumat rahbari tabiiyki mislsiz ahamiyatga ega va mislsiz tobedir,0.0,0.0,1.0,9,9
00004247_0.wav,news,"Shiypon yo'q edi dalada ishlaydigan, bitta brigadada 30 ta, 40 ta ayollar ishlar edi, ularni qo'lida","Shiypon yo'q edi dalada ishlaydigan bitta birga edi-da, 30 ta, 40 ta ayollar ishlarida, ularni qo'lida",0.3125,shiypon yo'q edi dalada ishlaydigan bitta brigadada o'ttizta qirqta ayollar ishlar edi ularni qo'lida,shiypon yo'q edi dalada ishlaydigan bitta birga edi-da o'ttizta qirqta ayollar ishlarida ularni qo'lida,0.2857,0.0891,0.9412,14,14
405716.wav,uzbek_voice,"Nafaqat shifokorlar, balki davlatlar karantin choralarini yana kiritmoqda.","Nafaqat shifokorlar, balki davlatlar karantin choralarini yana kiritmoqda.",0.0,nafaqat shifokorlar balki davlatlar karantin choralarini yana kiritmoqda,nafaqat shifokorlar balki davlatlar karantin choralarini yana kiritmoqda,0.0,0.0,1.0,8,8
669362.wav,uzbek_voice,Anjuman ishtirokchilari tashakkurnomalar va esdalik sovg'alari bilan taqdirlandi.,Anjuman ishtirokchilari tashakkurnomalar va esdalik sovg'alari bilan taqdirlandi.,0.0,anjuman ishtirokchilari tashakkurnomalar va esdalik sovg'alari bilan taqdirlandi,anjuman ishtirokchilari tashakkurnomalar va esdalik sovg'alari bilan taqdirlandi,0.0,0.0,1.0,8,8
187318.wav,uzbek_voice,"Toshpo'lat Abdullayev, Davronbek Abdullayevning akasi Toshpo'lat Abdullayev.",Toshpulat Abdullayev Davronbek Abdullayevning akasi Toshpulat Abdullayev,0.5714,toshpo'lat abdullayev davronbek abdullayevning akasi toshpo'lat abdullayev,toshpulat abdullayev davronbek abdullayevning akasi toshpulat abdullayev,0.2857,0.0541,0.9589,7,7
173993.wav,uzbek_voice,"""O'quvlar uchinchi davlatlarga qarshi yo'naltirilmagan"", deyiladi xabarnomada.","O'quvlar uchinchi davlatlarga qarshi yo'naltirilmagan, deyiladi xabarnomada.",0.2857,o'quvlar uchinchi davlatlarga qarshi yo'naltirilmagan deyiladi xabarnomada,o'quvlar uchinchi davlatlarga qarshi yo'naltirilmagan deyiladi xabarnomada,0.0,0.0,1.0,7,7
common_voice_uz_28927652.wav,common_voice,U o'z ixtirosini sinab ko'rish maqsadida Fulda daryosidan Vezer daryosigacha suzib ko'rmoqchi bo'lgan.,"U o'z ixtirosini sinab ko'rish maqsadida, fulda daryosidan Vezer daryosigacha suzib ko'rmoqchi bo'lgan.",0.1538,u o'z ixtirosini sinab ko'rish maqsadida fulda daryosidan vezer daryosigacha suzib ko'rmoqchi bo'lgan,u o'z ixtirosini sinab ko'rish maqsadida fulda daryosidan vezer daryosigacha suzib ko'rmoqchi bo'lgan,0.0,0.0,1.0,13,13
443219.wav,uzbek_voice,Michigan universiteti olimlari o'zini qayta tiklaydigan material ishlab chiqdi.,Mechegan universiteti olimlari o'zini qayta tiklaydigan material ishlab chiqdi.,0.1111,michigan universiteti olimlari o'zini qayta tiklaydigan material ishlab chiqdi,mechegan universiteti olimlari o'zini qayta tiklaydigan material ishlab chiqdi,0.1111,0.0256,0.9744,9,9
763070.wav,uzbek_voice,Yangi O'zbekiston yulduzlari madaniyat va san'at milliy mukofoti to'g'risidagi nizom tasdiqlandi.,Yangi O'zbekiston yulduzlari madaniyat va san'at milliy mukofoti to'g'risidagi nizom tasdiqlandi.,0.0,yangi o'zbekiston yulduzlari madaniyat va san'at milliy mukofoti to'g'risidagi nizom tasdiqlandi,yangi o'zbekiston yulduzlari madaniyat va san'at milliy mukofoti to'g'risidagi nizom tasdiqlandi,0.0,0.0,1.0,11,11
43960.wav,uzbek_voice,Sinov muvaffaqiyatli yakunlandi deb baholandi.,Sinov muvaffaqiyatli yakunlandi deb baholandi.,0.0,sinov muvaffaqiyatli yakunlandi deb baholandi,sinov muvaffaqiyatli yakunlandi deb baholandi,0.0,0.0,1.0,5,5
181909.wav,uzbek_voice,Astronomlar mavjud bo'lishi mumkin bo'lmagan sayyorani aniqladi.,Astronomlar mavjud bo'lishi mumkin bo'lmagan sayyorani aniqladi.,0.0,astronomlar mavjud bo'lishi mumkin bo'lmagan sayyorani aniqladi,astronomlar mavjud bo'lishi mumkin bo'lmagan sayyorani aniqladi,0.0,0.0,1.0,7,7
171888.wav,uzbek_voice,Bu haqda Associated Press agentligi xabar bermoqda.,Bu haqda Associated Press Agentligi xabar bermoqda.,0.1429,bu haqda associated press agentligi xabar bermoqda,bu haqda associated press agentligi xabar bermoqda,0.0,0.0,1.0,7,7
246479.wav,uzbek_voice,Topilma Poykenddagi uylarning biridan chiqqan.,Topilma poykentdagi uylarning biridan chiqqan.,0.2,topilma poykenddagi uylarning biridan chiqqan,topilma poykentdagi uylarning biridan chiqqan,0.2,0.0222,0.9778,5,5
90260.wav,uzbek_voice,Tegishli ma'muriy va intizomiy choralar ko'rilmoqda.,Tegishli ma'muriy va intizomiy choralar ko'rilmoqda.,0.0,tegishli ma'muriy va intizomiy choralar ko'rilmoqda,tegishli ma'muriy va intizomiy choralar ko'rilmoqda,0.0,0.0,1.0,6,6
common_voice_uz_29341145.wav,common_voice,to'g'ri hammasi joyiga tushdi,"To'g'ri, hammasi joyiga tushdi.",0.5,to'g'ri hammasi joyiga tushdi,to'g'ri hammasi joyiga tushdi,0.0,0.0,1.0,4,4
common_voice_uz_28919688.wav,common_voice,"Agar uni bu kishidan liberalroq deb faraz qilsak, muammolarimizga yechim topadi.","Agar uni bu kishidan yig'iyroq deb paraz qilsak, muammolarimga yechim topadi.",0.2727,agar uni bu kishidan liberalroq deb faraz qilsak muammolarimizga yechim topadi,agar uni bu kishidan yig'iyroq deb paraz qilsak muammolarimga yechim topadi,0.2727,0.1154,0.902,11,11
365154.wav,uzbek_voice,Facebook ijtimoiy tarmog'ida ikkinchi yangiliklar tasmasi paydo bo'ladi.,Facebook ijtimoiy tarmog'ida ikkinchi yangiliklar tasmasi paydo bo'ladi.,0.0,facebook ijtimoiy tarmog'ida ikkinchi yangiliklar tasmasi paydo bo'ladi,facebook ijtimoiy tarmog'ida ikkinchi yangiliklar tasmasi paydo bo'ladi,0.0,0.0,1.0,8,8
195377.wav,uzbek_voice,Biz har bir filialda tegishli choralar ko'ryapmiz.,Biz har bir filialda tegishli choralar ko'yapmiz.,0.1429,biz har bir filialda tegishli choralar ko'ryapmiz,biz har bir filialda tegishli choralar ko'yapmiz,0.1429,0.0204,0.9897,7,7
368643.wav,uzbek_voice,Velosport bo'yicha O'zbekiston terma jamoasi Eronda muvaffaqiyatli qatnashdi.,Velosport bo'yicha O'zbekiston terma jamoasi Eronda muvaffaqiyatli qatnashdi.,0.0,velosport bo'yicha o'zbekiston terma jamoasi eronda muvaffaqiyatli qatnashdi,velosport bo'yicha o'zbekiston terma jamoasi eronda muvaffaqiyatli qatnashdi,0.0,0.0,1.0,8,8
144647.wav,uzbek_voice,Osiyo o'yinlari shaharchasida O'zbekiston davlat bayrog'i ko'tarildi.,Osiyo o'yinlari shaharkasida O'zbekiston davlat bayrog'i ko'tarildi.,0.1429,osiyo o'yinlari shaharchasida o'zbekiston davlat bayrog'i ko'tarildi,osiyo o'yinlari shaharkasida o'zbekiston davlat bayrog'i ko'tarildi,0.1429,0.0294,0.9778,7,7
common_voice_uz_29404133.wav,common_voice,odamlarga yana tarqatib tekin,Odamlarga yana tarqatib tekin.,0.5,odamlarga yana tarqatib tekin,odamlarga yana tarqatib tekin,0.0,0.0,1.0,4,4
193093.wav,uzbek_voice,Yoga va jismoniy mashqlar eng a'lo yechim.,Yoga va jismoniy mashqlar eng a'lo yechim.,0.0,yoga va jismoniy mashqlar eng a'lo yechim,yoga va jismoniy mashqlar eng a'lo yechim,0.0,0.0,1.0,7,7
344163.wav,uzbek_voice,Ishtirok etish uchun konferensiya saytida ariza berish zarur.,Ishtirok etish uchun konferensiya saytida ariza berish zarur.,0.0,ishtirok etish uchun konferensiya saytida ariza berish zarur,ishtirok etish uchun konferensiya saytida ariza berish zarur,0.0,0.0,1.0,8,8
41293.wav,uzbek_voice,"Xo'sh, PFLning qarori qanchalik to'g'ri?","Xo'sh, PFLning qarori qanchalik to'g'ri?",0.0,xo'sh pflning qarori qanchalik to'g'ri,xo'sh pflning qarori qanchalik to'g'ri,0.0,0.0,1.0,5,5
462500.wav,uzbek_voice,Uning vataniga qaytishi uchun diplomatik ishlar amalga oshirilishi kerak.,Uning vataniga qaytishi uchun diplomatik ishlar amalga oshirilishi kerak.,0.0,uning vataniga qaytishi uchun diplomatik ishlar amalga oshirilishi kerak,uning vataniga qaytishi uchun diplomatik ishlar amalga oshirilishi kerak,0.0,0.0,1.0,9,9
common_voice_uz_28944577.wav,common_voice,Demokratiyaning jamiyat uchun muhimligi haqida ko'p gapirish yaxshi.,Demokratiyaning jamiyat uchun muhimligi haqida ko'p gapirish yaxshi.,0.0,demokratiyaning jamiyat uchun muhimligi haqida ko'p gapirish yaxshi,demokratiyaning jamiyat uchun muhimligi haqida ko'p gapirish yaxshi,0.0,0.0,1.0,8,8
368960.wav,uzbek_voice,Sentabr oyida esa u ilk mehmonlarni qabul qilgan.,Sentabr oyida esa u ilk mehmonlarni qabul qilgan.,0.0,sentabr oyida esa u ilk mehmonlarni qabul qilgan,sentabr oyida esa u ilk mehmonlarni qabul qilgan,0.0,0.0,1.0,8,8
common_voice_uz_29436033.wav,common_voice,Deraza yonidagi kishi har kuni xonadoshiga deraza ortida nimalar bo'layotganini so'zlab berardi.,Deraza yonida kishi har kuni xonadoshiga deraza ortida nimalar bo'layotganini so'zlab berardi.,0.0833,deraza yonidagi kishi har kuni xonadoshiga deraza ortida nimalar bo'layotganini so'zlab berardi,deraza yonida kishi har kuni xonadoshiga deraza ortida nimalar bo'layotganini so'zlab berardi,0.0833,0.0211,0.9894,12,12
716374.wav,uzbek_voice,O'zbekistonda xususiy kompaniyalarga elektr energiyasi bilan savdo qilishga ruxsat beriladi.,O'zbekistonda xususiy kompaniyalarga elektr energiyasi bilan savdo qilishga ruxsat beriladi.,0.0,o'zbekistonda xususiy kompaniyalarga elektr energiyasi bilan savdo qilishga ruxsat beriladi,o'zbekistonda xususiy kompaniyalarga elektr energiyasi bilan savdo qilishga ruxsat beriladi,0.0,0.0,1.0,10,10
344903.wav,uzbek_voice,Qozog'iston aholisi yangi yilda 4 kun dam oladi.,Qozog'iston aholisi yangi yilda 4 kun dam oladi.,0.0,qozog'iston aholisi yangi yilda to'rt kun dam oladi,qozog'iston aholisi yangi yilda to'rt kun dam oladi,0.0,0.0,1.0,8,8
364257.wav,uzbek_voice,O'zbekistonda Coca-Cola kompaniyasi ommaviy savdolar asosida xususiylashtiriladi.,O'zbekistonda Coca-Cola kompaniyasi ommaviy savdolar asosida xususiylashtiriladi.,0.0,o'zbekistonda coca-cola kompaniyasi ommaviy savdolar asosida xususiylashtiriladi,o'zbekistonda coca-cola kompaniyasi ommaviy savdolar asosida xususiylashtiriladi,0.0,0.0,1.0,7,7
common_voice_uz_27109329.wav,common_voice,Davlat tilini bilmaydigan shaxslar uchun tarjimon xizmatidan foydalanish huquqi ta'minlanadi.,Davlat tilini bilmaydigan shaxslar uchun tarjimon xizmatidan foydalanish huquqi to'minlanadi.,0.1,davlat tilini bilmaydigan shaxslar uchun tarjimon xizmatidan foydalanish huquqi ta'minlanadi,davlat tilini bilmaydigan shaxslar uchun tarjimon xizmatidan foydalanish huquqi to'minlanadi,0.1,0.0109,0.9891,10,10
560378.wav,uzbek_voice,Uchtasi maxsus pnevmatik pushkaning snaryadiga aylangan.,Uchtasi maxsus pnevmatik pushkaning snaryadiga aylangan.,0.0,uchtasi maxsus pnevmatik pushkaning snaryadiga aylangan,uchtasi maxsus pnevmatik pushkaning snaryadiga aylangan,0.0,0.0,1.0,6,6
343071.wav,uzbek_voice,"Peshingacha o'tin tayyorlayman, so'ng baliq tushgan-tushmaganini tekshiraman.","Peshingacha o'tin tayyorlayman, so'ng baliq tushgan-tushmaganini tekshiraman.",0.0,peshingacha o'tin tayyorlayman so'ng baliq tushgan-tushmaganini tekshiraman,peshingacha o'tin tayyorlayman so'ng baliq tushgan-tushmaganini tekshiraman,0.0,0.0,1.0,7,7
common_voice_uz_29253792.wav,common_voice,Tikilgan poyabzallar bir fors miniatyuralarida ko'radigan tasvirlarning xuddi o'zginasi.,Tikilgan poyabzallar bir fors monitoralarida ko'radigan tasvirlarning xuddi o'zginasi.,0.1111,tikilgan poyabzallar bir fors miniatyuralarida ko'radigan tasvirlarning xuddi o'zginasi,tikilgan poyabzallar bir fors monitoralarida ko'radigan tasvirlarning xuddi o'zginasi,0.1111,0.046,0.9651,9,9
